店家名,店家名(英),地區,縣市,地址,緯度,經度,連結,營業時間(起),營業時間(迄),入住時間(起),入住時間(迄),退房時間(起),退房時間(迄),交通建議
no excuse X the ride 小帳篷 背包客住宿,no excuse X the ride ,南部地區,屏東縣,946屏東縣恆春鎮恆公路1012巷二弄7號,22.00961794,120.7425116,https://www.instagram.com/noexcuseco/,null,null,16:00,23:00,null,11:00,屏東車站→枋寮車站→步行約 2 分→枋寮公車9189台灣好行墾丁快線小灣→(3 個停靠站)恆春轉運站→步行約12分/租車→no excuse X the ride 小帳篷 背包客住宿
南喃背包輕旅,South Talk,南部地區,屏東縣,946屏東縣恆春鎮恒南路29之2號,21.99172957,120.7471052,https://www.facebook.com/Southtalkbnb/,null,null,14:30,20:00,08:00,11:30,屏東車站→枋寮車站→步行約 2 分→枋寮公車9189台灣好行墾丁快線小灣→(3 個停靠站)恆春轉運站→步行約17分/租車→南喃背包輕旅
海島瘋３號店－薄荷小日子旅宿,Days In Bohol,南部地區,屏東縣,946屏東縣恆春鎮恆公路676號,22.00113863,120.7400964,https://daysinbohol.weebly.com/,08:00,23:00,15:00,null,null,11:00,屏東車站→枋寮車站→步行約 2 分→枋寮公車9189台灣好行墾丁快線小灣→(3 個停靠站)恆春轉運站→步行約9分/租車→海島瘋３號店－薄荷小日子旅宿
貓魚小窩,null,南部地區,屏東縣,946屏東縣恆春鎮環城南路135巷5號,21.99922369,120.7459094,https://www.facebook.com/catfishoceanlife,null,null,15:00,21:00,null,10:00,"在【左營高鐵站】轉搭【客運9189（墾丁快線）】，直接在【恆春站】下車，再走路約10~15分鐘即可抵達【貓魚小窩】。
自行開車該如何前往墾丁？
【行經中山高】自國道1號接88快速道路，再接國道3號。於屏東南州下交流道後左轉，依指標銜接台一線、至楓港續行台二十六線省道往墾丁方向前進。車經過恆南路1巷左轉，直走至4巷，看到春聚會館後左轉，走到底左手邊第一間即可抵達。
【行經南二高】於屏東南州下交流道後左轉，依指標銜接台一線、至楓港續行台二十六線省道往墾丁方向前進。車經過恆南路1巷左轉，直走至4巷，看到春聚會館後左轉，走到底左手邊第一間即可抵達。"
恆茄-自由潛水背包客棧,null,南部地區,屏東縣,946屏東縣恆春鎮茄苳路萬泉巷63號,22.03887515,120.7154011,https://www.google.com/search?q=%E6%81%86%E8%8C%84-%E8%87%AA%E7%94%B1%E6%BD%9B%E6%B0%B4%E8%83%8C%E5%8C%85%E5%AE%A2%E6%A3%A7&rlz=1C1CHZL_zh-TWTW914TW914&oq=%E6%81%86%E8%8C%84-%E8%87%AA%E7%94%B1%E6%BD%9B%E6%B0%B4%E8%83%8C%E5%8C%85%E5%AE%A2%E6%A3%A7&aqs=chro,null,null,null,null,null,null,"屏東車站→枋寮車站→步行約 2 分→枋寮公車9189台灣好行墾丁快線小灣(2 個停靠站)→海生館轉乘站(南保力)→步行約 12 分
→茄湖營區公車308恆春轉運站→(1 站)頂茄湖→步行約 5 分 →恆茄-自由潛水背包客棧"
墾丁幫客青年旅館 , Kenting Bunk Hostel,南部地區,屏東縣,946屏東縣恆春鎮墾丁路247號,,,https://www.google.com/search?q=%E5%A2%BE%E4%B8%81%E5%B9%AB%E5%AE%A2%E9%9D%92%E5%B9%B4%E6%97%85%E9%A4%A8+Kenting+Bunk+Hostel&rlz=1C1CHZL_zh-TWTW914TW914&oq=%E5%A2%BE%E4%B8%81%E5%B9%AB%E5%AE%A2%E9%9D%92%E5%B9%B4%E6%97%85%E9%A4%A8+Kenting+Bunk+Hostel&aqs=ch,null,null,16:00,null,null,00:00,屏東車站→枋寮車站→步行約 2 分→枋寮公車9189台灣好行墾丁快線小灣(5 個停靠站)墾丁牌樓→步行約 3 分→墾丁幫客青年旅館 Kenting Bunk Hostel
水采田潛水酒吧民宿,Pan Bed and Breakfast,南部地區,屏東縣,946屏東縣恆春鎮福城街66號,21.99779368,120.7468114,https://www.facebook.com/KT5998/?locale=zh_TW,00:00,23:59,15:00,23:00,08:00,11:00,屏東車站→枋寮車站→步行約 2 分→枋寮公車9189台灣好行墾丁快線小灣→(3 個停靠站)恆春轉運站→步行約11分/租車→水采田潛水酒吧民宿
騏艦藍海灣&潛水度假村,null,南部地區,屏東縣,94646屏東縣恆春鎮龍泉路63號1樓,21.98774393,120.7370634,https://www.cjbluebay.com/,08:30,19:30,15:00,null,null,11:00,"大眾運輸：
1.公車：從機場/高鐵站出發，可以搭乘墾丁機場快線到恆春轉運站下車。墾丁快線車程大約2.5小時，教練會在下車處接你們到度假村。(*接送的時間需事先安排並配合我們時間。)
2.計程車：在機場/高鐵站，可以搭乘共享計程車，通常要等到一定人數時，司機才會出發。 車程時間大約2小時。
自行開車：
請在Google map上搜尋「騏艦藍海灣」，可以找到。​"
深度潛水Deep Dive Center,Deep Dive Center,南部地區,屏東縣,946屏東縣恆春鎮龍泉路246巷6號,21.98189973,120.7290439,https://www.depthfirm.com/,08:00,21:00,15:00,17:00,null,11:00,"搭高鐵到高雄，可轉搭墾丁客運至”恆春轉運站”下車，我們可到恆春轉運站免費接送。
高雄客運至恆春轉運站約兩小時左右，票價三百元左右。"
TIAMAT® Diving Club × 苦水輕旅,TIAMAT® Diving Club ,南部地區,屏東縣,94645屏東縣恆春鎮砂尾路26號,21.95819405,120.7381062,https://www.tiamatdive.com/,00:00,23:59,15:00,00:00,07:00,11:00,屏東車站→枋寮車站→步行約 2 分→枋寮公車9189台灣好行墾丁快線小灣→ (4 個停靠站)南灣步行約 1 分→南灣公車102墾丁街車藍線經貓鼻頭恆春轉運站→(5 個停靠站)砂尾路→步行約 3 分→TIAMAT® Diving Club × 苦水輕旅
輕旅宿,null,南部地區,屏東縣,928屏東縣東港鎮博愛街171-9號,22.46902021,120.4482722,https://www.facebook.com/443Hostel/,12:00,00:00,15:00,22:00,00:00,11:00,屏東車站→ 步行約 2 分→ 屏東轉運站公車8202經萬丹屏東客運東港站→ (46 個停靠站)上東港→ 步行約 5 分→ 輕旅宿
留下旅舍/ The Way Hostel&Bar,The Way Hostel&Bar,南部地區,屏東縣,928屏東縣東港鎮船頭路24-78號,22.46115877,120.4607014,http://www.thewaytaiwan.com/hostel-1,00:00,23:59,15:00,21:00,06:00,11:00,"交通資訊：
1.搭火車南下：  請搭到高雄火車站 轉巴士( 116元) 到 ""東港警察局站"" 下車，下車後，直行到前方路口（以栗國小）紅綠燈處，右轉後步行至第二個紅燈處右轉，即可看到The Way.
2.亦可選擇 ""共乘計程車"" 直接接送到 留下旅舍民宿門口。
高雄火車站(捷運站) 至 留下旅舍 為$150 一位。
高鐵左營站至留下旅舍為$200 一位。
3.搭高鐵南下：可在高雄高鐵站一樓轉墾丁快線接駁巴士，或搭乘共乘計程車 (如上所述)。
自行開車：  
1.南下可在國道三號林邊交流道出口下交流道往東港方向直走，看到東港分局後左轉，兩個紅綠燈後右轉，即可到達。
2.從台東方向搭火車前往：可以在 ""林邊站"" 下車，轉往東港的巴士，於東港警察局站下車。
3.從墾丁前往：可以直接在街上搭乘北上巴士 ( 9117 )，請於東港警察局站下車。"
深呼吸潛水渡假民宿 ,Azure Journey Dive,南部地區,屏東縣,946屏東縣恆春鎮大光路120號-3號,21.94574971,120.7388954,https://www.azurejourneydive.com/,08:00,21:00,15:00,21:00,null,11:00,屏東車站→枋寮車站→步行約 2 分→枋寮公車9189台灣好行墾丁快線小灣→(4 個停靠站)南灣→步行約 1 分→南灣公車102墾丁街車藍線經貓鼻頭恆春轉運站→ (7 個停靠站)大光→步行約 4 分→深呼吸潛水 Azure Journey Dive
台灣潛水墾丁店,Taiwan Dive Center,南部地區,屏東縣,946屏東縣恆春鎮大光路55-60號,21.94309189,120.7363595,https://www.taiwan-dive.com/,08:00,22:00,15:00,null,null,11:00,"開車：
直接使用導航系統，輸入→台灣潛水渡假村 ( 民宿 ) → 屏東縣恆春鎮大光里大光路55-60號
搭大眾運輸：
1.搭乘火車－恆春半島沒有火車站，最近的站別為＂枋寮站＂，可在此站轉乘客運（９１８８、９１８９）
2.搭乘高鐵－新左營為高鐵總站，請在此站轉乘墾丁快線（２號出口為購票櫃台，１樓１號站牌搭車）
3.轉乘捷運－如果還想在高雄逗留一會，可以搭捷運至高雄周圍，最後選擇＂高雄＂或是＂新左營＂兩站皆有客運至恆春轉運站。
墾丁快線９１８９／新左營發車（＄３７２～３９１）車程：１２０分　、８８快速９１８８／高雄火車站發車（＄３３６～３６８）車程：１５０分
＊另外，如果錯過墾丁快線最後一班車，可至高雄火車站出口左邊國光客運後面的【屏東客運】搭乘，可抵達＂馬鞍山站＂
4.搭乘計程車－機場、高雄火車站、新左營站　皆有計程車可以選擇併車的方式搭乘至恆春，價格須自行詢問司機。（大部分在＄３５０～＄４００之間，可能因時段調整。）
搭飛機：
1.搭乘客運－航廈右邊10公尺就有候車站。9117機場快線（單趟＄４００元）交通順暢的話，車程１００分
2.轉乘捷運－如果還想在高雄逗留一會，可以搭捷運至高雄周圍，最後選擇＂高雄＂或是＂新左營＂兩站皆有客運至恆春轉運站。
墾丁快線９１８９／新左營發車（＄３７２～３９１）車程：１２０分　、８８快速９１８８／高雄火車站發車（＄３３６～３６８）車程：１５０分
3.搭乘計程車－機場、高雄火車站、新左營站　皆有計程車可以選擇併車的方式搭乘至恆春，價格須自行詢問司機。（大部分在＄３５０～＄４００之間，可能因時段調整。）"
光合樂潛水度假中心,null,南部地區,屏東縣,946屏東縣恆春鎮大光路138之36號,21.93630504,120.7345034,https://www.facebook.com/delightdiveresort/,08:00,18:00,null,null,null,null,屏東車站→枋寮車站→步行約 2 分→枋寮公車9189台灣好行墾丁快線小灣→(4 個停靠站)南灣→步行約 1 分→南灣公車102墾丁街車藍線經貓鼻頭恆春轉運站→ (11個停靠站)水泉→步行約 7 分→光合樂潛水度假中心
好好潛水 GOOD DIVE,GOOD DIVE,南部地區,屏東縣,946屏東縣恆春鎮大光路95號,21.94810092,120.7404743,https://100gooddive2023.weebly.com/,00:00,23:59,15:00,null,null,11:00,屏東車站→枋寮車站→步行約 2 分→枋寮公車9189台灣好行墾丁快線小灣→(4 個停靠站)南灣→步行約 1 分→南灣公車102墾丁街車藍線經貓鼻頭恆春轉運站→ (7 個停靠站)大光→步行約 2分→好好潛水 GOOD DIVE
新發文旅公園店,Shin Fa Guest House,南部地區,屏東縣,900屏東縣屏東市新發巷8號,22.67696352,120.4923644,https://www.facebook.com/shinfafafa/?locale=zh_TW,11:00,20:00,15:00,22:00,07:00,11:00,屏東車站→步行約 2 分→屏東轉運站公車8220美濃站[屏客]→(3 個停靠站)勝利路→步行約 7 分→新發文旅公園店
車城背包客棧,Checheng Backpackers Hostel,南部地區,屏東縣,944屏東縣車城鄉新興路十號,22.07266079,120.7146447,https://www.facebook.com/ccz.backpacker,09:00,20:00,15:00,null,null,11:00,屏東車站→枋寮車站→步行約 2 分→枋寮公車9189台灣好行墾丁快線小灣→(1個停靠站)車城農會→步行約2 分→車城背包客棧Journey Dive
三鮫貓潛水,null,南部地區,屏東縣,946006屏東縣恆春鎮下泉路47-2號,21.92861903,120.7327842,https://www.facebook.com/C.Dive.ssi,08:00,21:00,null,null,null,null,屏東車站→枋寮車站→步行約 2 分→枋寮公車9189台灣好行墾丁快線小灣→(4 個停靠站)南灣→步行約 1 分→南灣公車102墾丁街車藍線經貓鼻頭恆春轉運站→ (11個停靠站)水泉→步行約 8分→三鮫貓潛水
HDK旱鴨子自由潛水(HanDucK),Han Duck Freediving,南部地區,屏東縣,946屏東縣恆春鎮墾丁路通海巷195號,21.94490758,120.7979983,https://www.facebook.com/HDK.FREEDIVING/,00:00,23:59,null,null,null,null,屏東車站→枋寮車站→步行約 2 分→枋寮公車9189台灣好行墾丁快線小灣→(6個停靠站)墾丁派出所→步行約 2分→HDK旱鴨子自由潛水(HanDucK)
墾丁返璞歸真背包客棧 Backpacker,Kenting Original Hostel ,南部地區,屏東縣,946屏東縣恆春鎮墾丁路通海巷195號,21.94492293,120.7980143,https://kentingoriginalhostel.mystrikingly.com/,00:00,23:00,15:00,00:00,00:00,11:00,屏東車站→枋寮車站→步行約 2 分→枋寮公車9189台灣好行墾丁快線小灣→(6個停靠站)墾丁派出所→步行約 2分→墾丁返璞歸真背包客棧 Backpacker
墾丁 My Home 青年旅館背包客棧,Kenting MY HOME,南部地區,屏東縣,946屏東縣恆春鎮墾丁路通海巷21-2號,21.94470499,120.7981491,https://www.facebook.com/KT.Myhome/,08:00,23:30,15:00,22:00,08:00,11:00,屏東車站→枋寮車站→步行約 2 分→枋寮公車9189台灣好行墾丁快線小灣→(6個停靠站)墾丁派出所→步行約 2分→墾丁 My Home 青年旅館背包客棧
好心情-墾丁背包客棧（2館）,Good Mood Backpacker,南部地區,屏東縣,946屏東縣恆春鎮墾丁路324之2號,21.94605058,120.7947604,https://www.facebook.com/profile.php?id=100072351744219,09:00,22:00,15:00,20:00,07:00,11:00,屏東車站→枋寮車站→步行約 2 分→枋寮公車9189台灣好行墾丁快線小灣→(5個停靠站)墾丁牌樓→步行約 1分→好心情-墾丁背包客棧（2館）
星空/太空艙旅店,Starry sky/Space Capsule,南部地區,屏東縣, 946屏東縣恆春鎮墾丁路241號,21.9458002,120.796944,https://www.facebook.com/ktstarsky/,00:00,23:59,15:00,21:00,null,11:00,屏東車站→枋寮車站→步行約 2 分→枋寮公車9189台灣好行墾丁快線小灣→(5個停靠站)墾丁牌樓→步行約 3分→星空/太空艙旅店
The First 南灣青年旅館,The First ,南部地區,屏東縣,946屏東縣恆春鎮南灣路114號,21.95984014,120.7656155,https://the-first-hostel.business.site/?utm_source=gmb&utm_medium=referral,08:00,22:00,15:00,22:00,08:00,11:00,屏東車站→枋寮車站→步行約 2 分→枋寮公車9189台灣好行墾丁快線小灣→(1個停靠站)南灣→步行約1分→The First 南灣青年旅館
台中潛立方,Divecube Hotel,中部地區,台中市,403台中市西區公正路122號,24.14902795,120.6623326,https://www.divecube.com.tw/,00:00,23:59,15:00,null,null,12:00,"自行開車：
1.國道一號中山高速公路路線 ：下台中交流道(台灣大道)後，往沙鹿方向，直走約500公尺，遇到第一個紅綠燈左轉進入安和路，第二個路口右轉進入福玄路，第一個路口左轉即可看到飯店停車場指示標誌，飯店大門就會在您的右手邊。
2.國道三號福爾摩沙高速公路路線 ：
台北南下(有兩種方式可以到達)：
(1)於「新竹系統」轉國道1號往南(台中方向)，下台中交流道(台灣大道)後，往沙鹿方向，直走約500公尺，遇到第一個紅綠燈左轉進入安和路，第二個路口右轉進入福玄路，第一個路口左轉即可看到飯店停車場指示標誌，飯店大門就會在您的右手邊。
(2)於「中港系統」轉國道4號，直行到「台中系統」轉國道1號往南(台中方向)，下台中交流道(台灣大道)後，往沙鹿方向，直走約500公尺，遇到第一個紅綠燈左轉進入安和路，第二個路口右轉進入福玄路，第一個路口左轉即可看到飯店停車場指示標誌，飯店大門就會在您的右手邊。
高雄北上：
由國道三號，於「彰化系統」轉國道1號往北(台中方向)，台中交流道(台灣大道)後，往沙鹿方向，直走約500公尺，遇到第一個紅綠燈左轉進入安和路，第二個路口右轉進入福玄路，第一個路口左轉即可看到飯店停車場指示標誌，飯店大門就會在您的右手邊。
3.台74線快速公路(中彰快速道路) 
(1)從彰化快官方向：下西屯二出口(青海路)，二個紅綠燈口左轉福科路，，遇到第二個紅綠燈左轉安和路，過台灣大道的第二個路口右轉進入福玄路，第一個路口左轉即可看到飯店停車場指示標誌，，飯店大門就會在您的右手邊
(2)從霧峰、潭子方向：下西屯三出口(西屯路)，第二個紅綠燈口右轉福科路，遇到第二個紅綠燈左轉安和路，過台灣大道的第二個路口右轉進入福玄路，第一個路口左轉即可看到飯店停車場指示標誌，飯店大門就會在您的右手邊
大眾運輸：
1.台鐵新烏日站出口3；客運轉運站出口5、6；排班計程車出口7左側，以上出口皆可轉乘。
2.高鐵快捷公車出口6:161高鐵快捷公車：
(1)161高鐵快捷公車搭乘「高鐵台中站－東海大學－中科管理局」路線於福安里站下車。
(2)台鐵台中車站：搭乘公車編號300、308於福安里站下車。
3.台中清泉崗機場：
(1)計程車-於桃園國際機場，時間約2小時，車資約NT3,000~NT3,500。於台中清泉崗機場，時間約30~35分鐘，車資約NT350。
(2)巴士-於桃園國際機場，搭乘統聯客運「桃園國際機場－台中中港轉運站」路線，時間約2.5小時，票價依客運公司公告價。
4.由各地搭乘統聯客運於中港轉運站下車，飯店位於轉運站後方，建議步行到台灣大道與安和路交叉口，走到安和路右轉，到第二個路口再右轉進入福玄路，第一個路口左轉即可看到飯店停車場指示標誌，飯店大門就會在您的右手邊(步行時間約10分鐘)"
綠夜文旅,Greenight Hotel,中部地區,台中市,403台中市西區公益路201號8樓,24.14902795,120.6623326,http://www.greenight-hotel.com/,07:00,23:00,15:00,23:00,07:00,11:00,"自行開車：
沿國道3號和國道1號前往西屯區的台中交流道出口，再從國道1號的178-台中出口(台12線出口)下交流道前往台中市區，直走台灣大道，於美村路一段右轉，遇公正路口左轉綠夜文旅即在左手邊。
大眾運輸：
1.公車：
(1)美村向上北路口站：11、23、71 - 步行約3分鐘
(2)英才向上北路口站：27、51 - 步行約5分鐘
(3)草悟道(市民廣場)：11、27、81 - 步行約6分鐘
2.鐵路：
(1)台中火車站下車，轉搭公車：11(左環順時針)、71(往植物園西屯路)，於美村向上北路口下車，步行約150公尺抵達綠夜文旅。
(2)或轉搭公車：27(往嶺東科大)、51(往莒光新城)，於英才向上北路口下車，步行約350公尺抵達綠夜文旅。
3.高鐵
(1)高鐵台中站下車，轉搭高鐵快捷公車159號，於廣三SOGO站下車，步行約800公尺抵達綠夜文旅。"
 草悟道文旅,Calligraphy Greenway Hotel Taichung,中部地區,台中市,403台中市西區公益路68號15樓,24.14902795,120.6623326,http://www.designhotel.com.tw/News/,00:00,23:59,15:00,00:00,null,11:00,"自行開車：
1.國道1號：沙鹿/台中交流道往台中方向→台12台灣大道(台中港路)→於英才路右轉→直行350公尺即可到達。
2.國道3號：
(1)從北到台中→新竹交流道轉國道1號→沙鹿/台中交流道往台中方向→台12台灣大道(台中港路)→於英才路右轉→直行350公尺即可到達。
(2)從南到台中→台63中投快速公路→直行五權南路→台1乙靠左五權路→於英才路左轉→直行350公尺即可到達。
大眾運輸：
1.公車：
27號 市民廣場站下車 
51號 英才公益路口站下車 
81號 市民廣場站下車 
290號 向上英才路口站下車 
300號 中正國小站下車 
搭乘台鐵至台中火車站，轉乘公車或搭乘計程車。
搭乘台灣高速鐵路到高鐵台中新烏日站，可轉乘台鐵至台中車站；亦可搭乘159快捷巴士至廣三SOGO站(台灣大道/美村路口)下車。"
台中草悟道住宿綠宿行旅,Green Hotel,中部地區,台中市,403台中市西區美村路一段22號,24.14902795,120.6623326,http://www.greenhotel.com.tw/cg/zh/,00:00,23:59,15:00,null,null,11:30,"自行開車：
1.中山高速公路(國道1號)：沙鹿/台中交流道往台中方向→台灣大道(台中港路)→英才路右轉→直行至公正路左轉模範街(直行300公尺)
2.福爾摩沙高速公路(國道3號) ：
(1) 從北到台中→新竹交流道轉國道1號→沙鹿/台中交流道往台中方向→台灣大道(台中港路)→英才路右轉→直行至公正路左轉模範街23巷 (直行300公尺)
(2) 從南到台中→台63中投快速公路→直行五權南路→靠左五權路→民生北路左轉 (直行500公尺)
大眾運輸：
1.公車：台中火車站→綠宿行旅
．323、324、325號 民權路口站下車→右轉民權路229巷(步行2分鐘)
．51、27號 英才向上北路口站下車→右轉模範街23巷(步行3分鐘)
．290號 向上民權路口站下車→右轉民生北路(步行5分鐘)
2.BRT：台中火車站→綠宿行旅
．300~308路公車→茄苳腳站下車→步行3分鐘至民權路並左轉→步行4分鐘，於民權路229巷向右轉(步行3分鐘)
3.客運
統聯客運─民權路口下(中山站)→民權路229巷(步行5分鐘)"
時空行旅,Time Flyer Hotel,中部地區,台中市,403台中市西區忠明南路98號,24.14902795,120.6623326,https://www.timeflyer.com.tw/tw/index.html,00:00,23:59,15:00,18:00,10:00,12:00,"1.如何從高鐵台中站抵達?
搭乘計程車約20分鐘，車資約330元。
或前往6號出口13號公車月台搭乘高鐵快捷公車159「高鐵台中站－中國醫藥大學－台中公園」路線，車程約25-30分鐘。於廣三SOGO(美村路)站下車，由全家便利商店旁的明義街往西步行5分鐘即可抵達。
2.如何從台中火車站抵達?
您可搭乘300號-310號共九線任一線於忠明國小站下車。
往忠明南路的方向步行至中油加油站旁的7-11，再於此路口過馬路至明義街，我們就位在匠屋日式燒肉店和振傑牙醫診所對面。
3.如何從桃園機場抵達?
可搭乘(I)國光號(No.1860) 桃園國際機場到台中，或(II)統聯客運 (No.1623) 桃園國際機場到台中。車程約2小時，在科博館(科學博物館) 站下車，往南步行至美村路明義街口，再由全家便利商店旁的明義街往西步行5分鐘就抵達。
4.如何從台中機場抵達?
您可搭乘302號公車或A2機場快捷公車於忠明國小站下車，車程約50-60分鐘。
搭乘計程車約30分鐘，車資約550元。"
承億文旅 - 台中鳥日子,Hotelday Taichung,中部地區,台中市,403台中市西區健行路1049號,24.14902795,120.6623326,https://hotelday.com.tw/hoteldaytaichungdirect/,00:00,23:59,16:00,null,null,12:00,"自行開車：
1.國道一號：下台中港路交流道→台灣大道往市區方向→忠明南路右轉即抵達。
2.國道三號南下：下龍井交流道往台中方向→台灣大道往市區→ 忠明南路右轉即抵達。
3.國道三號北上：下快官交流道→轉中彰快速道路往市區→下朝馬直行接台灣大道→忠明南路右轉即抵達。
大眾運輸：
1.台鐵
(1)搭乘300-308號公車→忠明國小站下車步行約5分鐘即抵達。
(2)大慶車站搭乘79號公車至精誠七街口站下車，步行至對面即抵達。
2.高鐵
(1)搭乘159號快捷公車→公益公園站下車→沿忠明南路（諾貝爾書城），步行約5分鐘即抵達。
(2)計程車：請告訴司機「我要去承億文旅 -台中鳥日子」"
三好行旅,SUN HAO HOTEL,中部地區,台中市,408台中市南屯區大墩路525號,24.14902795,120.6623326,http://www.sunhaohoteltxg.com/,00:00,23:59,16:00,00:00,null,12:00,"自行開車：
1.經國道一號→台中交流道下→往市區方向走台灣大道(中港路)→文心路右轉約1.3KM。
2.經台74線→市政路交流道下→往市區方向走市政路約2.5KM。
大眾運輸： 
1.高鐵：
(1)台中烏日高鐵站下車，於7號出口，轉搭TAXI車程約16分鐘。
(2)台中烏日高鐵站下車，於6號出口16號月台，搭乘151中台灣客運至『市警局』下車，步行約7分鐘。
2.火車：搭乘火車至台中火車站下車，往舊台中火車站(建國路)方向，到達台灣大道『臺中火車站』，搭乘301、302、303、304、305、306、307、308、323路公車到達『市政府』下車，走台灣大道右轉文心路，步行約15分鐘。
3.客運：搭乘客運至『朝馬-台灣大道』下車，轉搭73路公車到達『文心市政路口』，步行約2分鐘。
4.航空：台中清泉崗機場搭乘TAXI，車程約30分鐘。
5.捷運：搭乘捷運至水安宮站(G10)下車，步行約3分鐘。"
快樂腳旅棧,Happy Inn & Hostel,中部地區,台中市,404台中市北區柳川西路四段1號10F,24.14902795,120.6623326,http://www.rv-hotel.com/happyinn/,00:00,23:59,15:00,null,null,11:00,"【開車方式】
•​國道一號：南下北上從台中交流道下交流道，沿台灣大道往台中火車站方向行駛，看到中華路左轉即到達本館。
•​國道三號：南下北上從龍井交流道下交流道，沿台灣大道往台中市市區方向行駛，看到中華路左轉口即達本館。
【搭乘高鐵】
•抵達高鐵台中站可至5、6號出口搭乘159號高鐵快捷接駁車至台中公園，轉乘公車300、304等公車至中華路下車
•抵達高鐵台中站可至3號出口處搭乘北上台鐵列車至台中火車站轉乘【搭乘公車或BRT】
【搭乘公車或BRT】
•台中火車站前站搭乘300、304、307號公車至台灣大道中華路口站下車，步行約2~3分鐘即可看到快樂腳旅棧
•台中火車站步行至綠川東站搭乘8號、14號至中區公所(興中街)下車，沿著成功路往中華路方向步行5分鐘，看到中華路右轉即可抵達"
嬉·行旅 Hotel Si,SI Hotel,中部地區,台中市,404台中市北區太平路201號,24.14902795,120.6623326,https://www.hotel-si.com/tw/index.html,00:00,23:59,16:00,null,null,11:00,臺中火車站→步行約 3 分→臺中車站(臺灣大道)公車326夜間公車靜宜大學 →(6 個停靠站)茄苳腳步→行約 7 分→嬉·行旅 Hotel Si
旭日文旅,Raise Hotel Taichung,中部地區,台中市,400台中市中區公園路36號,24.14902795,120.6623326,https://www.facebook.com/RaiseHotel/,00:00,23:59,15:00,null,null,11:00,"大眾運輸：
1.火車：請於台中火車站下車，可搭乘公車至光大里站下車，步行約80公尺即可抵達。
2.高鐵：請於台中高鐵站下車並轉乘台鐵，於新烏日站上車並於台中火車站下車，可搭乘公車至光大里站下車即可抵達。"
台中大毅老爺行旅,The Place Taichung,中部地區,台中市,403台中市西區五權三街79巷16號,24.14902795,120.6623326,https://www.hotelroyal.com.tw/zh-tw/taichung/,00:00,23:59,16:00,00:00,null,11:00,"自行開車：
1.國道一號下台中交流道，沿台灣大道三段直行，於英才路右轉後直行，於五權路口迴轉抵達飯店。
大眾運輸：
1.高鐵：自高鐵【台中站】轉乘計程車 約15-20分鐘。
2.台鐵：
自台鐵【台中站】轉乘計程車 約10-15分鐘。
自臺中車站(復興路)搭乘51號公車至大墩文化中心(英才路)步行1分鐘抵達。
3.客運(朝馬站)
自【朝馬站】搭轉乘計程車 約20-25分鐘。
自朝馬轉運站(朝富路)搭乘75號公車大墩文化中心(五權路)步行4分鐘抵達。"
YOURsHome 你的民宿,YOURsHome,中部地區,台中市,40358台中市西區忠明南路333號,24.14902795,120.6623326,https://www.facebook.com/YOURsHome.taichung/,00:00,23:59,null,null,null,null,臺中火車站→步行約 4 分→臺中車站(成功路口)公車75榮總宿舍→ (7 個停靠站)美術館(五權西路)→步行約 6 分→YOURsHome 你的民宿
圖格旅 TG Hostel,TG Hostel,中部地區,台中市,400台中市中區中山路322號320號,24.14902795,120.6623326,https://www.tghostel.com/,null,null,14:00,22:00,null,11:00,"自行開車：
1.國道一號：南下北上均從台中交流道( 178.6km )下交流道，經台灣大道往台中火車站方向行駛，沿台灣大道直走轉至成功路即到達。*旁有興中停車場步行3分鐘
2.國道三號：南下北上均從龍井交流道( 183km )下交流道，往台中市區方向經台灣大道往台中火車站方向行駛，沿台灣大道直走轉至成功路即到達。*旁有興中停車場步行3分鐘
大眾運輸：
1.公車—第二市場站公車—第二市場站
搭乘仁友客運37號、40號公車，或台中客運6號、9號、115號、147號公車至第二市場站(中山路)下車步行3分鐘抵達圖格旅。1.公車—
2.台鐵：從台中火車站往成功路步行15分鐘抵達圖格旅。"
荷米旅居 Hommie Inn,Hommie Inn,中部地區,台中市,400台中市中區民族路206號,24.14902795,120.6623326,https://www.hommie-inn.com/,00:00,23:59,15:00,00:00,01:00,11:00,"自行開車：
「導航輸入位置」：台中市中區中山路
➣台中火車站方向：台灣大道→左轉台灣大道一段527巷→荷米旅居
➣民權路→右轉中華路一段→右轉中山路→荷米旅居
➣從朝馬方向：台灣大道→右轉台灣大道一段527巷→荷米旅居
大眾運輸：
1.公車
搭乘48、300、301、302、303、304、305、306、307、308、326至台灣大道中華路口，步行約1分鐘抵達荷米旅居。
搭乘11、25、27、30、32、37、40、45、101、107、125、290、323、324、325至台中醫院(民權路)，步行約1分鐘抵達荷米旅居。
2.高鐵
搭乘高鐵至烏日站下車後，步行至台鐵新烏日站，搭乘區間車至台鐵台中站後再轉乘台中市公車即可抵達荷米旅居。
3.台鐵
搭乘火車至台中站下車後，轉乘台中市公車即可抵達荷米旅居。"
