關鍵字,回應
WoW Dive 渥潛水,介紹：\n我們希望帶給大家最完美的體驗經驗，美麗的體驗經驗，留給大家一個美好回憶。我們希望帶給大家最扎實的課程及訓練知識、安全、技能、練習，缺一不可!我們希望帶給大家最開心的潛旅，不趕時間的微距拍到心花怒放。So歡迎大家一起來愛上大海。
好好潛水 GOOD DIVE,介紹：\n提供Padi潛水課程、體驗潛水、親子浮潛、住宿、潛水旅行，提供客製化諮詢，制定專屬自己的海洋活動!
潛龍墾丁潛水中心,"介紹：\n""潛龍俱樂部-聯合眾多夥伴-為著美麗海洋生態盡份心力""。由於本身也熱愛潛水，希望能以消費者的角度來考量，開一間自已喜愛也是大眾朋友也喜愛的潛店。因此選在後壁湖潛點附近的大光，4層樓的透天房子來做為基地開始。在與設計師溝通內部設計時，將自己的經驗與希望，表達給設計師，讓設計師能構想出符合大眾所需求喜愛的設計。希望讓未來來潛水的朋友們，有舒適的環境，賓至如歸的感覺。"
CTdiver 墾丁PADI潛水中心,"介紹：\n所有的潛水教練都是來自台灣各地熱情的潛水員, 我們把對於海洋的熱情傳遞給所有的人, 而日益嚴重的海洋垃圾及過渡捕撈漸漸地危害海中的生物。身為潛水員我們都是第一線的觀察家,可以把這些情形轉達給周遭的親友,讓所有的人來保育這片海洋。"
E哥潛水休閒會館,介紹：\n讓我們一同「探索海洋世界」，平日一起認真工作的好夥伴，員工旅遊一起來體驗潛水吧！ 增加公司向心力，讓我們一起漂浮在海洋中，跟著老闆一起「混水摸魚」的好時機，此時不混待何時？歡迎來自台中愛潛水的老闆，帶著員工一起來潛水啦！
台客潛水TK.Diving,介紹：\n台客潛水TK.Diving因為熱愛墾丁的生活，所以台客在這裡開始。因為愛上台客的氛圍，所以一群人在這相聚。我們的服務有體驗潛水、證照課程等服務。
深呼吸潛水渡假民宿 Azure Journey Dive & Villa,介紹：\n潛水是一種理想愛好，學習過程中不僅獲得成就感，同時也對自我的人生探索獲得肯定，你可以從『體驗潛水』開始；當你足夠有自信暢遊大海時，可以成就屬於你通往海洋的第一張證照『初級開放水域潛水課程』；當你想要放空與海洋對話時，不需要通過任何考試，你可以自在的預訂一趟『潛水旅遊』。
南青潛水 DivePro,介紹：\n墾丁台灣第一家潛水店，從 1980 年開始，南青潛水即在南台灣恒春半島的墾丁海域服務廣大潛友們，我們見證了墾丁這片大海從世界級的潛場經歷人為破壞、天候變化等種種過程；近年來透過溝通與教育，海洋在大家的保護與宣導下正在慢慢地復育中。如果您想一起探索內太空，經驗豐富的我們可以提供您全方面的服務；如果您想一起愛上大海，歡迎您加入南青潛水助我們一臂之力。
墾丁安可浮潛,介紹：\n安可浮潛的成立就是為了將墾丁的海洋之美讓不同階層的旅客都能一睹珊瑚礁海底的大千世界，美麗的各種軟硬珊瑚、爭奇鬥豔的熱帶魚群，我們提供了浮潛的服務，帶您一同探索最美的海中奇景。
泡泡隆潛水,介紹：\n我們有專業的教練，店內也提供體驗潛水、潛水課程考照、住宿安排、國內外旅遊潛水、調節器維修保養、裝備銷售、維修保養。且LINE官方會不定期分享旅潛、開班最新資訊。請加入好友，歡迎隨時洽詢。
墾丁舒服潛水,介紹：\n墾丁舒服潛水位於恆春鎮南灣路上，店家提供PADI 潛水課程、探索水肺潛水、水肺潛水導遊服務、潛水裝備租售、墾丁導遊服務，歡迎大家一起來玩喔。
台灣潛水墾丁店,介紹：\n台灣潛水宗旨為「Bring Ocean Into Your Life」，藉由潛水，讓海洋進入大家的生活。讓更多人愛上大海而成為海人，跟著我們一起保護這片大海。親海、知海、愛海，是上天賦予海島國家重要的使命。無論是提供專業的潛水相關課程，海洋商品的販售，保育活動的推廣…都希望能真正的將海洋融入你我的生活。
藍洞潛水Blue Hole Dive Center,介紹：\n全台唯一船潛PADI 初階潛水員考照班 Open Water Diver! 寵壞你的潛水學習環境與師資，不用岸潛辛苦背重裝走岸，VIP級舒適船潛服務! 最熱門紮實的國際證照班，盡情暢游在墾丁萌萌的海豚、海龜及各種大小魚間。海洋的強韌背後總是隱藏著脆弱，而吸引藍洞的，正是那生命的脆弱；藍洞的平台，就是希望能喚醒人類早以忘懷的脆弱。現在的藍洞，正開始聽著大海的呢喃，等待你的加入，一起見證大海的美以及大自然的奧妙。
徜洋潛水訓練中心,介紹：\n是由具有專業 SSI 合格執照的小周教練創立，位處於台灣最具南島氣息的墾丁，專門提供休憩與專業潛水技術教學。如果你心裡也曾經出現「潛水」這個念頭，歡迎加入徜洋潛旅；我們將帶來最正確的觀念與豐富的海洋知識，給你最安全舒適的潛水經驗。給想學潛水的你與已經學會潛水的你，準備吸好一口氣，與我們徜洋在繽紛亮麗的海底世界吧。
鯨目自由潛水,介紹：\n自由潛水Ｘ恆春生活，用Peace&Love的方式，跟大海相處。來到鯨目除了考核項目是開心順心沒有任何壓力考過以外，教練像朋友似的，潛水旅行也歡樂chill到爆炸，玩潛水就是生活上得休閒活動，帶給自己快樂以外，回到家及工作地方時，你還能跟大家說一句「自由潛水真的很好玩，認識好多有趣的人，一天沒潛水都覺得不對勁。」
光合樂潛水度假中心,介紹：\n我們有提供寬敞的潛水準備空間、乾淨舒適的住宿房間、精緻典雅的大廳以及提供您最高cp值的潛水旅遊。
墾丁南灣小浪花,介紹：\n位於恆春鎮，除安全的設備、專業的教練，並提供專業的PADI水肺潛水證照、體驗潛水等服務，來帶領更多人接觸潛水活動，品質與安全是我們第一要求的條件 ！
啊娃潛水 ? WaWa Dive Club ?,介紹：\n位於恆春鎮上，除安全的設備、專業的教練，並提供專業的PADI水肺潛水證照、體驗潛水、旅遊潛水與海外潛旅等服務，來帶領更多人接觸潛水活動。
活力潛水中心,介紹：\n位於恆春鎮上，提供專業的潛水課程、體驗潛水、微距攝影與背包客房等服務。
Drifters' Diving Club 浪兒潛水俱樂部,介紹：\nDrifters’位於貓鼻頭國家公園附近的小村落，離後壁湖漁港開車只要5分鐘分鐘的路程，黎小巴厘島沙灘、白鯊沙灘只需5分4分鐘車程，鄰近的7-11或萊爾富約5分鐘車程。主要提供體驗潛水、潛水課程考證、潛水旅遊、船潛等潛水相關服務。當然，我們也提供潛客簡單的住宿，歡迎預約。
三鮫貓潛水,介紹：\n位於恆春鎮上，提供專業的潛水課程(自由潛水、水肺潛水)、體驗潛水與快樂貓樂園民宿等服務。
南勇浮潛企業社,介紹：\n提供安全的設備、專業的教練、套裝行程與潛水課程的熱忱，分享與帶領更多人接觸潛水活動，關心海洋生態，與您一同探索海洋的色彩繽紛。
HDK旱鴨子自由潛水(HanDucK),介紹：\nHDK是一個以自由潛水(Free diving)為基底的潛水工作室。創立的初衷是希望，大家都可以更進一步的認識大海，旱鴨子都能夠克服自己的恐懼享受大自然的美好。透過團隊的情感連結，讓所有想潛水又害怕的學員，減少所有的不安與恐懼，帶給您與大海相處的勇氣。除了最基本的自由潛水教學課程外，還有提供不同的自由潛水服務，終旨為讓更多人參與水域活動！
自立潛水,介紹：\n自立潛水位於墾丁船帆石，提供多樣化的水上活動，不論浮潛、潛水、潛水考證等水上活動都有提供。店裡的教練成員每個都非常熱情，是頗受網友推薦的店哦！
Free Pilot自由領航員潛水中心,介紹：\nFREE PILOT以「台中勤美綠光計劃」為據點，在城市中帶給您海洋的氣息與一處喘息的空間！我們提供RAID系統的「Free Diving自由潛水證照課」教學，並有最完善的售後服務！\n另外也有提供水肺潛水ScubaDiving OW證照課服務也是我們的專項之一，課程包含海洋實習與考照，帶您體驗那隱藏在世界百分之七十下的浪濤下的世界，並結合SUP旅遊、美人魚課程，帶你滑向無人干擾的天然秘境，潛入海底探索海洋，享受潮水拍打、認識海中繽紛可愛的生物。透過潛水我們給予生命不一樣的享受，釋放壓力，重新找回自由。
台中意潛自由潛水 freediving,介紹：\n必須心無旁騖，才能開始在海中的飛翔。\n這是我們愛上自由潛水的原因。
海嬉潛水店 Ocean Fun Diving Shop,介紹：\n與土地平行的世界\n深，不見底\n與海水相依的生物\n密不可，分 \n我處在你之中遊戲\n與海嬉戲\n我在，海嬉
一起潛水訓練中心,介紹：\n因為投入運動教育，從一位專業體適能、游泳教練，更晉升為水域全能專家，一路教導無數學子從運動中學習健康，讓學員享受水域休閒活動，開拓人生視野，進一步專業培訓更多種子，培養有興趣致力海洋運動的學子蛻變成長為教練。\n期許並期待能讓更多人，藉由專業、安全、健康、正確的管道學習潛水活動；讓所有人能看見這顆美麗的藍色星球在水下精彩的樣貌；也推動讓更多環境保護的種子發芽，讓大家關注愛海愛地球，為下一代繼續努力，共同維護這絕美的海洋風景。
台中潛立方,介紹：\n什麼，城市裡也能潛水?\n我們將大海搬到城市哩，在旅館內設計一個內太空世界，讓你在忙碌的城市中隨時擁抱深藍的寧靜。
slowdive 漫潛,介紹：\n你對於*一口氣* 的下潛，將有更深刻的感受。\n要好好管理這一口氣，你的生理和心理都需要更進一步的適應和學習。\n這口氣帶你下潛到從未抵達的地方，過程經歷了寧靜、放鬆、恐懼、喜悅等各種不同的感受。而重要的是專注於當下，讓心保持穩定。用以往學習和建構好的技巧完成這趟旅程。
新竹潛水蟲 EOT 潛水訓練中心,介紹：\n一起加入水下的探索，您心理是否有想潛水的衝動和慾望。\n重新找回擁抱陽光大海的靈魂，拋去生活塵囂喘不過氣的壓力。\n最完美釋放，盡在新竹潛水蟲潛水訓練中心。Enter the Ocean Together!
Tipsy Freediving 沉醉自潛,介紹：\n如果您對自由潛水感興趣，歡迎與我們一起沉醉在蔚藍的大海。\n我們醉心於自由潛水帶來的寧靜，也陶醉在紅酒帶給味蕾的愉悅。
藍灣潛水訓練中心,介紹：\n潛水是一種高度技巧性活動，因此在學習過程中，訓練環境場所的好壞牽涉潛水學習品質、潛水樂趣及安全性有極大的相關。藍灣潛水訓練中心備有專業的潛水訓練池，分為「淺水區」及「深水區」，淺水區可讓學員學習新技巧，有任何狀況可立即浮出水面，不會有安全上的顧慮，而深水區則可讓學員模擬實際潛水之各種狀況及綜合所學之技巧，並充實實際潛水之經驗。\n本中心另備有潛水器材展示中心、潛水影音視聽中心、潛水學科教室、學員聯誼交流俱樂部「減壓艙Pub」及寬敞之停車場。
浪潛水旅行Wave Dive Trips/潛水/SUP立槳/溯溪/原住民文化生活體驗/戶外運動,介紹：/n浪潛水的潛水旅行日誌(旅行當然要找真正的秘境)/n位置：台灣・花蓮港口部落。位於臺灣東部，於花蓮最南端和台東最北端交界處，山、海、溪都在這個地方集會，因此天然資源豐富，景觀多變，可玩性大，與城市距離相對較遠，當地居民保持純樸、好客的心。/n天氣氣溫水溫：年平均溫度介於一月份的 19.2 度至七月份的 28.7 度、水下26-28度。除每年10月到隔年5月東北季風時，較不適合於水上活動、潛水活動，但溪流、陸上、山上活動全年皆合適，非常適合旅行、探險、戶外運動。/n水下環境：單純下水觀光、微距拍攝、硬珊瑚拍攝、新手老手都適合的水下景點。也是學習潛水或從事其他水上運動的天然完美場域。
和平潛水,介紹：/n和平潛水是東台灣最資深專業、規模最大的水上運動休閒公司，舉凡潛水、溯溪、跳海、浮潛、獨木舟、探索教育等活動都有提供服務。
好野人休閒事業有限公司,介紹：/n好野人的服務理念是玩的安全、玩的專業、喜歡流汗、喜歡自然、以環保為考量來規劃活動，經營者座右銘：安全是第一考量、冒險刺激是必備，為此，我們於2015年6月21日首創了清水斷崖獨木舟拂曉團，創新與突破不在話下；為了安全與專業，好野人的教練各自具備了相關證照：體育署救生員證、體育署溯溪嚮導證、丙級溯溪教練證、丙級SUP立式划槳教練證、NAUI潛水教練證、乙級溯溪教練證、攜帶型加壓袋操作者證書、丙級充氣式救生艇證..，並持續一直學習精進。/n另一個與安全相關的就是裝備，請仔細查看好野人選用的活動裝備品牌，都是我們精挑細選，經的起考驗的裝備，因為我們重視每一位旅客，其用心程度，深得大家認同。
東河潛水,介紹：/n位在台東東河鄉，提供各式潛水相關服務：\n1.裝備、氣瓶租借。\n2.裝備檢修。
海灣潛水 Bay Dive,介紹：/n夏天來了，下水啦~/n想要跟我們一起探索地球未知的另外70%，這張證照在適合不過了，透過潛水員課程來探索水下世界！/n我們提供體驗潛水DISCOVER DIVE、旅遊潛水FUN DIVE、PADI潛水課程DIVING COURSE。
綠島熱浪潛水中心,介紹：/n熱浪就是這麼專業，專業的教練、熱情的服務，還在想炎熱的夏天去那。/n趕緊的來綠島找熱浪，不管你要潛水，要sup立槳，兩個字安排。
綠島庫達潛水社,介紹：/n在蔚藍太平洋上，經由黑潮的孕育而生成，由色彩繽紛的珊瑚礁、清澈透光的海水、多采多姿的熱帶魚群所環繞的一座綠色小島——綠島。這美麗海域，同時也孕育出一群被大海魔力所吸引的年輕人。「庫達潛水」就是由熱愛這座島嶼，熱愛潛水的年輕人所成立的。/n「庫達」原是綠島一種稀有且特別的海馬名字，從前在水深三米的中寮漁港就能發現牠的蹤跡，但因為開放觀光所帶來的人為破壞，導致庫達海馬一度瀕臨絕種。後來經由我們的努力，終於讓庫達海馬重回港區。為了紀念這段復育背後辛苦的過程，所以我們決定以海馬的名字「庫達」，成立了「庫達潛水」。/n我們的夢想是要讓更多熱愛海洋、喜歡潛水的朋友，可以藉由我們的專業教學及帶領，更加認識台灣—原來有一個不輸給國外的美麗小島—綠島。同時希望藉由潛水這項休閒，讓更多人體驗綠島的海底世界，認識孕育我們的這片海洋，並且宣導海洋保育的觀念對我們、對地球的重要性，就跟著我們一起潛進神秘的內太空世界吧！
好朋友潛水中心,介紹：/n我們提供免費行程安排諮詢、代訂機車、船票、浮潛、玻璃船、體驗潛水、FunDive等服務。
火燒島潛水度假中心,介紹：/nPADI五星教練發展中心「想要我的財寶嗎？想要的話全給你吧！去找吧！我把這所有的財寶都放在那裡了！」/n專營綠島潛水、自由潛水、潛水、台灣潛水、教練課程。
台灣潛水 綠島店 Green Island Dive,介紹：/n海人一生一定要來不只一次綠島，潛不只一天的水。最好是能待上半月半載，好好感受島上島下的風華絕代。/n​追尋這股對綠島玻璃水和豐富生態與地形的迷戀，海人們來到島上，玩耍、旅行、落地生根，成立台灣潛水綠島店，想把最美好的綠島海洋，帶入你的生活中。/n​Bring Ocean Into Your Life./n​潛入海洋，潛進綠島。/n祝大家都是快樂的魚兒富翁！
浪漫潛水,介紹：/n綠島，台灣的天堂島嶼/n漫游綠島，潛入太平洋/n從鬥陣的浪漫潛水開始/n適合初學者的自由潛水課程/n循序漸進學習自由潛水技能/n屏住一口氣跟我們探索深藍/n享受這自由和綠島海洋之美/n歡迎各位來綠島浪漫潛水/n體驗、取照、Fun dive唷
藍洋潛水訓練中心 Blue Ocean SCUBA Center,介紹：/n藍洋潛水是五星潛水教練培訓中心，2013年成立，位於蘭嶼鄉椰油部落，緊鄰開元港旁。提供完善的潛水裝備，舒適的裝備清洗、吊掛設施，讓每個來蘭嶼潛水的遊客，更能妥善照顧個人的潛水器材。/n使用德國Bauer空壓機並具備多段過濾的壓縮空氣，確保潛水過程的乾淨氣體，並經由電腦控制的混氣設備，更準確的充填高氧、氦氮氧三合一氣體，讓技術潛水學員能充分的感受深海與身體的包容感，所設計的潛水計畫。/n藍利亮教練為SDI、TDI系統的教練訓練官，有 30 年潛水資歷，於2002年開始在蘭嶼從事潛水服務。持續培訓及教育當地青年，潛水員訓練至教練養成培訓從認識海洋到保護海洋，並輔導其進而從事潛水產業。
聯慶愛潛水 Green Island Scuba Diving,介紹：/n在地球上70%是由海洋所組成的，想要一起來探索內太空的神秘嗎？我想這一張證照是最適合你的！PADI是國際專業潛水教練協會為世界最大的潛水會員組織，同時也是世界領先的水肺潛水訓練機構。
私家潛水旅宿,介紹：/n私家潛水旅宿S+Home位於綠島柴口區，是由綠島海底郵差山姆夫妻所開設。/n「S+」就是代表名字字首都為S開頭的夫妻主人呦！/n綠島是個夢幻的度假天堂，不需要出國，就可以享有馬爾地夫般的絕美度假勝地 ，綠島更是台灣最多潛點的潛水勝地，每年更是吸引許多潛客來綠島潛旅。/n「私家」擁有寧靜悠閒的環境，如果來綠島潛水旅遊，保證你愛上這裡！/n順帶一提，私家的兩位主人都是綠島很專業的潛水教練呦！
綠島極光潛水,介紹：/n綠島極光與您一同探索美麗太平洋，PADI世界級水肺潛水教學中心、PADI課程經獨立審計師、歐洲水下聯合會和奧地利標準協會認證；本教育系統以漸進式培訓為基礎，分階段向學生潛水員介紹技能、安全相關資訊和當地環境知識，並提供最大量的練習和實際的應用！/n潛水課程通過8大國際標準組織(ISO)標準包含五級別潛水員課程，兩級潛水教練及服務提供者與潛水中心。所有PADI課程，從入門級到水肺教練培訓，均受到嚴格的教育標準監控，以在全球範圍內保證一致性和質量！
愛潛客潛水社,介紹：/n綠島潛水 — 體驗深潛（一對一教練）、船潛、岸潛、夜潛、導潛、裝備出租、各階級考證照相關教學\n民宿 — 行程推薦、碼頭接送、腳踏車動電車機車出租、提供早餐
海子・Ocean Rover 綠島潛水旅宿,介紹：/n提供 PADI 開放水域潛水員課程套裝、有照休閒潛水以及 PADI 高氧空氣潛水員課程，更有提供適合無經驗者的水肺潛水課程！最大的優點是，旅宿的教練們還擁有高質量的潛水拍照技能，想拍出美美的潛水照那可就別錯過這間旅宿了！
"Oceanian 綠島自由潛水背包客棧 Green island,Taiwan",介紹：/nLOGO的設計結合了海浪，鯨魚還有海平線上的日出三個意象。/n我們的理念是希望讓來到這個地方的人們都能卸下他們的重擔，在這裡享受最純粹的海邊生活，感受大海賦予海人的自由。
海洋之星潛水俱樂部,介紹：/n綠島海洋之星潛水俱樂部是一家專業的潛水考證機構，提供各級潛水證照考試及相關課程培訓。憑藉多年的經驗和專業知識，為學員提供安全、高效、全面的教學服務，讓學員在綠島的美麗海底世界中盡情探索，同時獲得專業的潛水技能與證照。
潛。無極 Moji Dive,"介紹：/n「潛。無極」 是幾個年輕人一起創建的潛水品牌。我們希望在太平洋的小島(綠島)上，以我們年輕的思維、專業和經驗提供高品質的PADI 課程、導潛。/n同時，提供舒適的住宿給我們的學生、客人。「無極」 代表著我們不能畫地為限、固步自封，「潛有限，活無極 Dive Within Limit, Live Limitless」，以有限創做無限的精神，一直發光發熱。/n「潛。無極」主教練為韜教練，業界1％的精英、潛水界最高殿堂-PADI 黃金課程總監，連續七年獲得PADI精英教練獎，曾參與TVB <3日2夜>、Youtube <MiHK>、Youtube <Travelloop>、台灣<愛玩客>拍攝工作。韜教練是PADI Course Director、EFR Instructor Trainer曾經在馬爾代夫 Sub-oceanic、香港潛水快線、綠島庫達潛水工作，經驗豐富。"
綠島潛水出租店,介紹：/n教練很熱情，並提供了專業的教練以及設備等服務。
島潛。Islands Dive,介紹：/n我們是島潛/n我們提供多種潛水服務以適合不同潛水程度的你／妳。/n想體驗在水裡呼吸到底是什麼感覺嗎？/n想一探海底世界的風光，既心動又有點緊張？/n建議您先來試試體驗潛水吧！/n已有證照的您，旅遊潛水將帶您探索綠島豐富的黑潮珊瑚礁環境；能見度更是台灣其他潛點難以體驗的。綠島也是適合想考取PADI開放水域課程（OW）和進階開放水域潛水課程（AOW）的絕佳去處，更多資訊點擊課程連結就能看到囉。
綠島飛魚潛水,介紹：/n提供專業的教練、潛水考照課程、裝備等服務。
Goods dive,介紹：/n提供潛水旅遊、體驗潛水、水肺潛水課程、綠島住宿、代訂sup秘境探險機車傳票等服務。
水青潛水旅宿,介紹：/n提供體驗潛水、水肺課程、旅遊潛水、綠島住宿、秘境探險等服務。
Diving.come,介紹：/n提供體驗潛水Discover Scuba Diving、岸潛&船潛Fun Dive，一起探索海底世界。
夏潛趣潛水中心,介紹：/n提供體驗潛水、SDI國際休閒潛水、初階潛水員證照課程等服務。
安全停留潛水中心,介紹：/n歡迎光臨，安全停留潛水，綠島！/n潛水旅遊生活豐富您我的人生！/n旅遊行程規劃，來噢。/n快來電、傳臉書訊息告知您的需求。/n火燒島真的很，燒。/n搶破頭也要來和我們一起擠爆綠島!
綠島-潛很大 Dive La Vie,介紹：/n提供專業的體驗潛水、水肺課程、旅遊潛水、潛水裝備等服務。
綠島 樂潛殿,介紹：/n提供專業的教練、浮潛、浮潛裝備等服務。
五米的藍潛水工作室,介紹：/n哈囉，我們是在綠島的潛水教練。/n綠島是一個很優美的海島，2020年我們決定在這裡建立我們的潛水店。/n希望想潛水的人來到綠島都可以在我們專業的指導下，探索這片豐富的水世界 來感受我們的海島生活。
綠島野蠻紮實潛水社,介紹：/n『紮實訓練，潛的安心、玩得開心』/n一直都是野蠻對所有學員的『初心』。/n野蠻紮實潛水訓練中心，創立於2015年，坐落於台灣台中市。/n發起人黃總教練，一位充滿熱忱的義消人員，在搜救中遇見潛水，為此極感興趣。因而打造「野蠻紮實潛水訓練中心」這家潛店，不僅想培訓更優秀的救援人才造福社會，也想讓熱愛潛水的大家，有個休憩交流的溫馨小屋。
綠島-飛航模室潛水旅宿 Green lsland Airplane mode Hostel,介紹：/n提供專業的水肺潛水、自由潛水、背包旅宿、秘境探險等服務。
綠島 海遇潛水,介紹：/n兩個教練、一間潛店、一些床位、一些秘境。/n等一些朋友來，因海而遇。/n我們在離海三分鐘的中寮221號，前面有山、後面有海，騎車5分鐘至南寮市區，沿途經綠島主要熱鬧精華地段，是一個最舒服放鬆的空間，保留你們在小島的另一個家。
勝宏浮潛,介紹：/n提供全套裝備及專業級教練帶領遨遊美麗的海底世界。
Hao想潛水,介紹：/n如果～你覺得閒來無事。/n如果～你覺得心煩氣躁。/n如果～你覺得工作疲乏。/n如果～你覺得力有未逮。/n如果～你覺得口乾舌燥。/n如果～你覺得心事重重。/n如果～你覺得厭世苦悶。/n如果～你覺得停滯不前。/n以上綜合起來有超過半項的，那麼快拿起電話聯絡叫練！/n叫練知道海裡有些地方可以治癒以上種種症頭。
Koh ocean · 嶼海 綠島自由潛水旅宿,介紹：/nKoh ocean是一間結合自由潛水、水肺潛水的工作室，提供自由潛水教學、考照、住宿、行程與各種探索活動。/n我們想打造一個海人們能盡情享受大自然美麗與海底自由的地方，既使你生活在都市，也能在這裡有一個溫暖且放鬆的空間。
綠島海灣會館,"介紹：/n綠島海灣會館是由3個愛好潛水及自行車暢遊的臺中人所成立的，成立的宗旨是讓所有愛好潛水及騎行者在綠島有1個最優質的休憩環境及最提供最安全，舒適，安心的潛水設施，讓所有愛好潛水的潛客能在海灣得到最放鬆的心境，及最優質的住宿品質。/n生命的起源來自海洋，人性的平靜來自深藍,回到生命的起源綠島海灣，體驗無重力極致空無寧靜的內太空，享受生命的最初。"
洄遊潛水Migration Diving,介紹：/n擁抱海洋，讓我們帶你一起探索地球71%未知的水下世界。
綠島微風潛水度假中心,介紹：/n「綠島微風民宿」曾帶給許多到此遊玩的旅客們很多美好的難忘回憶；為了讓更多的旅人擁有更多美麗的綠島回憶，特別於2013年成立「綠島微風潛水渡假中心」，本店位於綠島著名潛水景點「石郎浮潛區」對面。/n我們擁有多位全職的PADI潛水教練，提供一系列的專業潛水課程與國際品牌的潛水裝備，完善的教室及視聽設備、專業的教練、細心規畫的多元課程，讓初學者及符合資格的潛水員能享有全年全天候的教育服務。/n就算沒有潛水經驗，您也能在經驗豐富的教練陪同下，安心悠游在蔚藍的綠島海域。我們提供遊客全方位的綠島旅遊服務，除了休閒潛水觀光行程、專業的潛水課程和教練課程，更提供住宿及接送服務。
佈拉咖潛旅,介紹：/n提供專業的潛水考證課程、體驗潛水、住宿、綠島秘境等服務。
綠島玉米-潛水住宿Diveholix Homestay,介紹：/n提供專業的Padi潛水考證、體驗潛水、有證潛水、綠島潛水旅遊等服務。
海島旅人 Diving Hostel ,介紹：/n海島旅人是位於世界聞名海底溫泉的綠島上的熱情潛水店，他們將會帶領你進入這精彩豐富的海底世界，湛藍清澈的海水、繽紛的珊瑚和滿滿的魚群將讓你感受到無比的美妙，他們不僅提供潛水活動，也擁有豐富的人文資產和奇岩峻石，讓你能在陸地上同樣享受海島的獨有魅力。
綠島快樂潛水民宿,介紹：/n綠島快樂潛水民宿是有夢想、目標、行動力量的我們在綠島興建的夢想民宿，全方位服務朋友，將客人視為家人與朋友，希望大家在此放鬆、享受寧靜海島時光，快樂地擁抱自然與釋放壓力。
月光城堡潛水中心(Mooncastle Dive Center),介紹：/n綠島潛水中心‧月光城堡位於綠島南寮漁港，優越的交通位置讓你能輕鬆抵達，只需三分鐘即可到達熱鬧的商業街道，前往綠島機場也只需五分鐘，不論你是搭船或是搭機的遊客，都能以最短時間、最便利的方式抵達潛水中心，讓你擁有更多玩樂的時間。我們是一間專業的潛店，擁有豐富的潛水經驗和專業的教練團隊，致力於為你提供最安全、最難忘的潛水體驗。
過日子民宿&綠島阿禧潛水俱樂部,介紹：/n阿禧潛水俱樂部，在這裡，你將擁有一個夢幻的日子，感受陽光、古道、浮潛、珊瑚礁、大海和藍天的綠島之旅，這座被譽為「火燒島」的美麗小島絕對不能錯過！在這裡，你可以輕鬆地沐浴陽光，吹著微風，聆聽遠方大海的消息，盡情享受愜意的生活，讓所有煩憂盡數遠離，除了美麗的海灘與溫暖的海水，這裡還擁有讓世界驚豔的海底世界和溫泉，讓你在水中探索新奇，舒緩身心。
CoolDiving Hostel｜背包輕旅｜潛水課程｜活動行程｜,介紹：/n庫達潛水位於色彩繽紛的綠島，由熱愛海洋的年輕人所成立，夢想帶領更多人認識綠島美麗的海底世界，宣導海洋保育的重要性，跟著他們一起潛進神秘的內太空世界吧！
海街日記-OCEAN DIARY 綠島潛水旅宿,介紹：/n無論你是初學者、不會游泳或者有水下恐懼，他們的合格教練都會一對一地教導，保證安全的潛水體驗，你將有機會初次接觸海洋，享受海底魚類和生物近距離的美妙，甚至可能與海龜合照。
植海的人 Seed of the Ocean,介紹：/n潛水運動 × 永續環保 ×蔬食 × 自然派葡萄酒
藏水綠島館Hide and Sea,介紹：/n潛水，是積極的力量，是獨立、自信的態度，是愛自己的姿態，期待大家一起，豐富潛水的定義，展現每個 人獨特的原力。
戀戀火燒島,介紹：/n提供多島行程安排，包含澎湖、金門、馬祖、綠島、蘭嶼、小琉球，並規劃了許多豐富的活動，例如潛水、浮潛、水上活動等。
綠島走走,介紹：/nPADI水肺潛水課程考證 | 體驗 | 導潛
海人生 C'est la vie 綠島海景民宿,介紹：/n “C’est la vie海。人生”綠島海景民宿，希望能讓每位來綠島的人都住得舒適
水面休息潛水員旅宿,介紹：/n住宿 潛水 考照 吃喝玩樂 船票 交通 秘境 陸遊
炫富·綠島 租車x潛水x套裝旅遊行程,介紹：/n炫富·綠島，一家擁有獨特風格的潛水店家，提供租車、潛水和套裝行程活動等，讓你在綠得度過一個難忘的假期。
柒七潛水旅店,介紹：/n提供綠島所有旅遊、潛水、行程規劃、住宿安排
島人嶼海,介紹：/n一間座落在台灣東邊一個太平洋上的珍珠-綠島的小小潛水工作室
綠島9號精品渡假村,介紹：/n綠島9號精品渡假村，絕佳觀海風景，舒適座位區，提供PADI潛水課程和多項潛水活動，限定26名會員，享受私人豪華渡假體驗。
高氧旅宿,介紹：/n綠島民宿．高氧旅宿提供潛水、美食、住宿等服務，他們將在此等候你一起走訪綠島各秘境景點，帶你驚艷綠島海底神秘內太空，享受海鮮美食餐點，讓愛旅行的你，帶走最棒的綠島！
愛上綠島民宿,介紹：/n前往充滿南洋風情的綠島，位於南寮漁港旁的「愛上綠島」民宿，交通便捷，靠近熱門景點，享受樸實寧靜的獨特魅力，夏季踏浪，嚮往綠海藍天的優美景致！
綠島居福潛水,介紹：/n綠島居福潛水位於綠島鄉公館村，提供專業的潛水證照課程及訓練。
綠島海猴子潛水Green Island Sea Monkey Diving,介紹：/n綠島，火燒島的轉變成潛水天堂，海底溫泉、珊瑚礁、奇岩巨石，美景無盡。「海猴子潛水旅宿」期待愛冒險的你的光臨，Cheers ～
綠島啤 酒魚潛水中心,介紹：/n綠島啤酒魚潛水中心位於綠島公館村，我們是一群熱愛潛水的海人，大海對我們來說，是生命中不可或缺的一部分
