關鍵字,回應
有潛生活 潛水訓練中心,介紹：\n潛水中心定名為“有潛生活”，是希望提供每一位來店的潛伴、學員有一個安心、放心的潛水之旅以及享受優質的潛水生活。 “有潛生活”的經營團隊，有十幾年的潛水教學與經營經驗；我們亦提供住宿與泳池。無論是潛水課程訓練、潛水旅遊活動，均有相當扎實而豐富的經歷，是您在潛水考照、潛水旅遊活動安排的最佳選擇。在『我的生活，有潛生活』的細細品嚐當下，用海洋刻劃出自己的足跡、生活。
墾丁海世界潛水 OceanWorld Diving Center,介紹：\n當你穿上潛水裝備，浸泡在藍色水域中，你會發現一個嶄新的世界，我們總是渴望探索新的潛點，並與客人分享這些美妙的經驗。能夠帶領您深入水下，發現壯麗的珊瑚礁、熱帶魚和其他奇妙的生物。\n我們的導遊將提供專業知識和建議，並確保您的潛水之旅是安全、令人興奮和難忘的。無論您是一個初學者還是有豐富潛水經驗的人，我們都歡迎您加入我們的旅程，一起探索水下世界的美妙。趕快加入我們，開啟屬於你的潛水之旅！
墾丁環礁潛水中心,介紹：\n你已經準備進入潛水員生涯的第一步！開始探索這個充滿魔力，既神秘又迷人的海底世界，這世界幾世紀甚至上千年來沒有被觸碰過，沒有被改變過。你現在掌握的知識和技巧將陪著你躍入你的第一次「極致的潛水體驗」，未來的次數一定會越來越多。
Okeano Free Dive漁生自由潛水教室3.0,介紹：\n嗨嗨，大家好。我們是漁生工作室！\n相信大家已經認識我們很久了經過了不斷的學習以及調整我們擁有了全新的陣容謝謝看著我們成長的大家以及始終陪伴著我們的小魚兒2023年夏季 我們變得很不一樣用不同的方式認識潛水及海洋。
簡單潛水,介紹：\n我們來自恆春，國境之南的潛水店。\n服務的項目有：體驗潛水、潛水考照、旅遊潛水任何跟潛水有興趣的夥伴，可以跟我們詢問，並且一起加入我們。
潛藍Liyal,服務的項目有：體驗潛水、潛水考照、旅遊潛水任何跟潛水有興趣的夥伴，可以跟我們詢問，並且一起加入我們。
嶼海tu?-h?i,介紹：\ntuà-hái ▸住海。傳達真正民宿概念，與你分享海洋日常。透過海而認識彼此，嶼海期待與您相遇。我們有提供潛水活動、證照課程、體驗潛水、導覽潛水、民宿空間。
Divingmind潛意識恆春分部,介紹：\n潛意識，心靈深處被壓抑無從意識到的慾望。\n自由潛水，一口氣的片刻滿足心靈。
悠樂趣潛水俱樂部,介紹：\n你覺得海裡的生物會覺得他們是在游嗎？還是在海洋裡飛翔呢？陸地上的沈重、生活的壓力，在水面之下將釋放一切學習潛水的你，像魚一樣擺脫重力在海裡飛翔。
奇怪教練自由潛水教室 Weirdo Freediving,介紹：\n想要一窺自由潛水的奧妙嗎？\n關於自由潛水的疑難雜症都可以在奇怪教練找到解答！\n● Molchanovs W1-W4選手課程\n● AIDA A1–A4\n● Molchanovs/AIDA教練班&跨系統課程\n● 戒護人員訓練課程
SEACHANGER正式自由,介紹：\nSeachanger 因為大海改變生活型態的人。\n自潛教練，大頭正 ooqx.xpoo。\nAIDA Freediving Course 自由潛水課程，我們有（課程、住宿、導潛、水攝、訓練）歡迎私訊小盒子。
墾丁．就是要潛水,介紹：\n夢想在大海與魚一起遨游，想親眼看到大海的美。\n現在就讓阿峯教練帶你一起實現夢想。不會游泳沒有證照也可以參加有趣的→潛水體驗或PADI國際潛水證照考取。
醉初自由潛水,介紹：\n一個人嗎 ？不知道怎麼玩。\n那麼我們帶你們玩!!!!\nIndulge in the sea and back to initial.\n自由潛水課程 AIDA1~AIDA3\n提供自潛體驗、導潛、訓練、住宿、衝浪、sup立槳。
潛水部落 D Dive Center,介紹：\n我們提供潛水旅遊、Padi潛水、體驗潛水。
暖洋潛水旅宿 Wonder Ocean Dive Hostel,介紹：\n一起玩耍潛水旅行大啖美食 Hengchun Life Style。\n我們提供了專業的體驗潛水、潛水考照等服務。
「墾丁美人魚學校」GirlDive-Mermaid,介紹：\n實現兒時夢想，只要擁有女孩人魚夢，也能體驗當美人魚的優雅。\n不會游泳也學得會，專業教練教會妳游美人魚，與熱帶魚一同悠遊。\n水下的世界，讓全世界的女孩著迷，體驗不同的墾丁海洋玩法。
海島瘋３號店－薄荷小日子旅宿Days In Bohol,"介紹：\n薄荷小日子是一間潛水旅宿, 我們主要提供潛友們住宿及潛水旅遊的相關安排, 不論是教練帶團, 個人或三五好友來這邊, 不論你要考證還是放呆, 船潛或是岸潛, 我們都樂意為您安排;我們的裝備及硬體設施完善,有吊掛及沖洗裝備的區域; 薄荷小日子位置在恆南路及恆西路中間之恆公路上,距恆春老街僅有3分鐘的步行距離,前往後壁湖潛水交通僅需15分鐘,不論是逛街或潛水都非常方便;我們也提供陸遊行程安排及車輛安排,讓您能夠有效的利用休假時間好好逛逛美麗的恆春半島！"
鯊墾丁潛水旅店 Sharkenting Dive Center,介紹：\n我們有水肺潛水、體驗潛水、考照課程、持照潛水、民宿、背包房。
魚人族自由潛水Fishman,介紹：\n我們有專業的課程、攝影、人魚、住宿。
墾丁Go Diving 趣潛水恒春背包客棧,"介紹：\n墾丁,這美麗的國境之南,不論是陸地還是海底都擁有許多豐富的生態資源,正等著你（妳）、我一起加入這美麗的探索行列。\n入住Go Diving趣潛水(背包客棧),可以體驗潛水(你身邊的私屬潛水管家)、私人密境陸遊(私人管家陸遊包車)以及住宿(背包客棧)。\n你也可以參加我們AIDA自由潛水訓練和體驗潛水和PADI潛水訓練課程教學。"
貓魚小窩,介紹：\n提供貓魚小姐的海洋生活、自由潛水、Freediving。\n岸上像隻貓，水底像條魚，這就是我們的生活。
半島海人,介紹：\n半島海人，緣起於對海洋的熱愛與執著，試圖在這片大海、山脈與生活之間找到平衡，我們潛水，我們衝浪，我們健行，我們熱愛分享恆春半島最不為人知的美麗風貌，就因為這些簡單的理念，居住在半島的海人們湊合在一起，在這塊位於台灣最南端的燕尾海角，一個山海人魚共存的理想世界。
帶福新樂園潛水中心,介紹：\n帶福新樂園潛水訓練中心PADI 5星教練發展中心，於2007年成立，提供墾丁潛水介紹、潛水課程、潛水裝備。希望提供學生一個有趣、好玩、安全的潛水環境，一同窺探神祕的70%海洋，盡情享受海底世界的美妙！
綠豆人國際潛水中心,介紹：\n本中心皆採教學小班制，PADI專業潛水中心。\n我們有水肺潛水考證、自由潛水考證、潛水旅遊、體驗潛水、潛水裝備銷售、SUP體驗。
OneDay Freediving 找一天自由潛水工作室,介紹：\nONEDAY教練具備豐富教學經驗，課程教材融合AIDA和Molchanovs兩大自由潛水系統教學，並採師生比1：3精緻比例，能夠細心照顧到每一位學生，學習步調舒適又精實！三天課程請準備充足的體力和精神，來體驗和陸地上截然不同的活動方式和挑戰！
深藍實驗室 Dark Blue Lab,介紹：\n我們有提供體驗潛水、初至高階潛水課程、導潛服務、客製潛水訓練通通都有!\n還有不定期超好玩水下技能課，想知道是甚麼嗎?不告訴你~來了就知道了!
水采田潛水酒吧民宿,介紹：\n我們有提供所有潛水氣瓶、導潛、配重、全套輕重裝(包含電腦錶使用及教學) 、潛水全程接送。
BENEATH Dive Club 水下俱樂部,介紹：\n我們除了提供PADI專業潛水證照課程、導覽等服務，也提供海洋保育課程，讓學員在潛水活動之外，更能了解水下生態系的現況與挑戰。透過設計海洋保育專案，讓具資格的潛水員能夠參與及協助海洋研究計畫進行。不定期舉行講座及淨灘活動，號召更多元的社群一同維護海洋環境。
墾丁自由潛水 Freedive Kenting,介紹：\n我們提供了相關證照：自由潛水教練、美國瑜珈聯盟、美國國家運動醫學學院、初級技術救。
恆春海豚潛水,介紹：\n專業濳水教育訓練中心、水下作業訓練考核、裝備氣瓶租賃、海上遊憩活動。
海洋白日夢自由潛水,介紹：\n除了有關自潛的技巧、知識和觀念更重要的是對生物、生態、環境的尊重和互動或許也是落落長的一篇先身體力行下次水下聊吧。
海私塾潛水中心,介紹：\n【海私塾潛水】專業教練嚴守以《安全第一》及《保護海洋環境〉的觀念，透過正確的潛水課程，ㄧ步一步以正確準則專業教學培訓，建立學員正確潛水觀念，嚴格遵守風險管理，避免隱藏其中的危險發生。\n隨著海洋休閒產業蓬勃發展，【海私塾潛水】對於推動海洋保育的知識一點也不敢掉以輕心，把保育海洋課程真正落實在潛水課程中，在最後一堂課都要學員們帶網子在潛水海域撿拾垃圾，以日常保護海洋的行動力，讓大家成為愛海守護海洋的好公民。
Hi Manta 自由潛水,介紹：\n提供專業的導潛、訓練潛、裝備租借、法蘭佐成長班。
騏艦藍海灣&潛水度假村, 介紹：\n「騏艦藍海灣」提供觀光導覽、專業浮潛、各項專業潛水服務、潛水教學、船潛、遊艇包船、海上活動等服務。我們擁有兩艘設備最專業、環境最舒適、服務最貼心的頂級潛水船，讓 您隨時都能享受安全自在的潛水體驗。完善的潛水教學環境與全船潛教學的各項潛水課程，讓您可以自在翱翔在蔚藍繽紛的海底世界！
penny愛潛水,介紹：\n我們提供潛水員乾靜舒適的歇息空間，一個站在院子就能眺望大海的老建築附設簡易平台。在涼爽的夜晚品茶聊天，潛店距離海岸邊50公尺美麗的小漁村。除了休閒潛水還有技術相關課程，選擇各階段潛水員證照與教練培訓官考試全方位，提供最完整的海底知識與技能。
水到魚行浮潛館,介紹：\n陽光.沙灘.夕陽.豐富的潮間帶景色。當然要有位正港a在地郎，帶領你一同探索!!!!!我們有最pro的私人教練引導你如何認識這塊海域，帶你一同探討其中的樂趣。\n每位教練都具有海域救生員證，一律為遊客投保旅遊平安意外險。在PRO在地人教練的引領下保證讓你玩的放心又開心，引導你如何去認識萬里桐這塊美麗珊瑚海底世界。
萬里桐浮潛中心,介紹：\n「萬里桐浮潛中心」位於海灣正上方，處於恆春萬里桐最佳景點，從下水堀至萬里桐沿途海水蔚藍清澈，海底景觀美麗、生態豐富，已劃為海域生態保護區。全區遍布生長良好的各類石軟珊瑚、成叢的海扇、海柳及群游的珊瑚礁魚類等，此外各種貝類及海百合、海藤等分佈亦多。等你一起來倘佯藍天大海，醞釀一段碧海藍天的回憶~
山海潛水,介紹：\n我們都是潛水員！
海潮潛水 Tide Dive,介紹：\n對於與海的熱情，大海就像母親般的孕育各種不同的生命。海潮，就向大海般的包容各種不同的生命。楊世興教練創立海潮潛水，教學經驗已逾30年以上，始於早期台灣潛水的開始致力於潛水產業。對於海的熱情及潛水技術有著專業的執著。\n我們就位於恆春的一個小村莊裡，愜意又融入當地生活，讓潛水的方式輕鬆又自在，就如回到鄉下般的放鬆。墾丁海潮潛水中心提供專業潛水課程、體驗潛水、潛水裝備租借、背包客棧、寵物友善的住宿。鄰近後壁湖漁港、貓鼻頭公園、萬里桐、屏東海生館與許多墾丁著名潛點，是親海的最佳選擇！
深度潛水Deep Dive Center?,介紹：\n我們的品牌理念：Sea for yourself「看見海洋，遇見自己」謙卑學習，認識海洋的過程也更認識自己透過課程鏈接人與海洋從海洋拿取，也回饋給海洋把海洋帶入生活成為海洋環境的永續守護者。
二級頭潛水站,介紹：\n由於相信潛水員想要一個簡單直觀的用戶界面，以前在潛水電腦和循環呼吸器控制系統中無法使用，因此最早的重點是設計對用戶有意義的菜單結構。\n作為一名經驗豐富的循環呼吸器和開路技術潛水員，布魯斯清楚地了解需要為潛水員提供合理的選擇，在壓力較大的水下情況下，需要盡可能少地按下按鈕。Shearwater Research 迅速成為循環呼吸器 Trimix 計算機和電子控制系統的主要供應商。在技​​術潛水界獲得廣泛認可後，Shearwater 在休閒潛水員中也廣受歡迎。其直觀的界面得到進一步擴展和簡化，重點關注休閒潛水員。\nShearwater 現在在公司中處於領先地位，並因市場上一些最高質量的儀器而享有盛譽。他們的計算機對於所有發展水平的潛水員來說都非常易於使用，並以可靠、用戶友好且易於在水下閱讀而聞名。海鷗計算機旨在改善世界各地潛水員的旅程。
Hi D-Diving海底潛水,介紹：\n【傳承】將美好的地球留給下一代。潛水，可以身歷其境知道海洋有多美，而潛水的一萬種好處有潛過的人都知道。終於，孩子們長大了，是時候把這樣的美好傳承下去。謝謝這些熱愛潛水的家長們對［Hi D-Diving海底潛水］的信任，那麼放心的把小孩教給我們！未來，海洋要交給下一代繼續愛它守護它。
羅浮國際潛水中心DIWA教練課程發展中心,介紹：\n各級潛水訓練課程.教練發展課程，潛水器材出租，出售、潛水旅遊。
PsychoDive自由潛水店,介紹：\nPsycho Dive 創辦人們皆為在都市生活的工作者，因緣際會下接觸自由潛水，從此沈醉於往返都市與大海的生活。因次，我們以「cycle 循環」為發想，延伸發音「Psycho 瘋子」作為信念。意指一群潛水潛到瘋狂的人，反覆這都市與大海的生活，走出了內心的平衡。
必見水潛水 Pink House Diving,介紹：\n “Keep Calm and Carry On” 這句經典隨處可見。可參透它真正的含義，還是在大家經過一系列潛水訓練成為認證的 PADI 潛水員之後。對於潛水員而言，讓自己在水下可以更長時間潛遊的要訣就是 [慢慢呼吸，謹慎前行]。腳踏實地的感覺雖好，可試問誰不曾幻想過不受重力束縛自由飛翔的時刻?
心海潛水中心 & SUP,介紹：\n台灣墾丁是一個神奇的地方，住在這裡的人都說這塊土地很黏，人來到這裡就不想離開。除了大家熟悉的陸上行程，墾丁的海洋更是一大特色，來心海潛水中心&SUP，教練們帶您暢遊海底，體驗潛水帶來的樂趣！認識來台灣潛水的多重面貌！心海因熱愛大自然與水上活動，使我們更加暸解海洋生態的重要，活動將以環保、永續的方式進行，歡迎老、中、少各年齡層加入探索、發現、呵護海洋，與海共生行列。
TIAMAT? Diving Club × 苦水輕旅,"介紹：\nTIAMAT®  是古代蘇美爾神話裡的女神，是孕育出所有神明的母神，也是原初混沌時期中的創造象徵。「TIAMAT」在阿卡德語中有「苦水（咸水）」之意,我們位於台灣最南端，坐擁三面完全不同的海洋體系的潛水輕旅,而海平面下潛藏了繽紛炫目的珊瑚礁生態，因物種多樣性，,吸引著各地熱愛海洋的海人們齊聚,分享著自己對海洋的熱情,並將愛護海洋的信念傳遞給所有人。"
放呆潛水俱樂部Fun Dive Club,介紹：\n因為放呆潛水擁有專業且具有豐富教學經驗的教練、乾淨且清幽的住宿環境、保養良好的裝備，以及世界第一品牌Bauer空壓機所打氣的氣瓶，濾芯更是不惜成本地定期換新，為南台灣數一數二空氣品質，讓潛水員能夠吸到乾淨又新鮮的空氣。來放呆潛水有保障，潛水不擔心，我們貼心為您著想，特別投保富邦公共意外責任險潛水潛的安心玩得開心，無須擔憂無壓力，這就是選擇放呆的原因，處處為您著想時時關心您的潛水生活。
PureBlueDive,介紹：\n歡迎所有喜歡潛水及對潛水有興趣的朋友，讓我們一起探索。
La Sea Dive - 樂灣潛水,介紹：\n我們有體驗潛水、Fun Dive導潛、水肺潛水課程、潛技複習，歡迎訊息或電話預約。
阿yao潛水趣,介紹：\n提供潛水考照、體驗潛水、專業導潛、sup、背包房、遊艇包船。
WoW Dive 渥潛水,介紹：\n我們希望帶給大家最完美的體驗經驗，美麗的體驗經驗，留給大家一個美好回憶。我們希望帶給大家最扎實的課程及訓練知識、安全、技能、練習，缺一不可!我們希望帶給大家最開心的潛旅，不趕時間的微距拍到心花怒放。So歡迎大家一起來愛上大海。
好好潛水 GOOD DIVE,介紹：\n提供Padi潛水課程、體驗潛水、親子浮潛、住宿、潛水旅行，提供客製化諮詢，制定專屬自己的海洋活動!
潛龍墾丁潛水中心,介紹：\n潛龍俱樂部-聯合眾多夥伴-為著美麗海洋生態盡份心力。由於本身也熱愛潛水，希望能以消費者的角度來考量，開一間自已喜愛也是大眾朋友也喜愛的潛店。因此選在後壁湖潛點附近的大光，4層樓的透天房子來做為基地開始。在與設計師溝通內部設計時，將自己的經驗與希望，表達給設計師，讓設計師能構想出符合大眾所需求喜愛的設計。希望讓未來來潛水的朋友們，有舒適的環境，賓至如歸的感覺。
CTdiver 墾丁PADI潛水中心,"介紹：\n所有的潛水教練都是來自台灣各地熱情的潛水員, 我們把對於海洋的熱情傳遞給所有的人, 而日益嚴重的海洋垃圾及過渡捕撈漸漸地危害海中的生物。身為潛水員我們都是第一線的觀察家,可以把這些情形轉達給周遭的親友,讓所有的人來保育這片海洋。"
E哥潛水休閒會館,介紹：\n讓我們一同「探索海洋世界」，平日一起認真工作的好夥伴，員工旅遊一起來體驗潛水吧！ 增加公司向心力，讓我們一起漂浮在海洋中，跟著老闆一起「混水摸魚」的好時機，此時不混待何時？歡迎來自台中愛潛水的老闆，帶著員工一起來潛水啦！
台客潛水TK.Diving,介紹：\n台客潛水TK.Diving因為熱愛墾丁的生活，所以台客在這裡開始。因為愛上台客的氛圍，所以一群人在這相聚。我們的服務有體驗潛水、證照課程等服務。
深呼吸潛水渡假民宿 Azure Journey Dive & Villa,介紹：\n潛水是一種理想愛好，學習過程中不僅獲得成就感，同時也對自我的人生探索獲得肯定，你可以從『體驗潛水』開始；當你足夠有自信暢遊大海時，可以成就屬於你通往海洋的第一張證照『初級開放水域潛水課程』；當你想要放空與海洋對話時，不需要通過任何考試，你可以自在的預訂一趟『潛水旅遊』。
南青潛水 DivePro,介紹：\n墾丁台灣第一家潛水店，從 1980 年開始，南青潛水即在南台灣恒春半島的墾丁海域服務廣大潛友們，我們見證了墾丁這片大海從世界級的潛場經歷人為破壞、天候變化等種種過程；近年來透過溝通與教育，海洋在大家的保護與宣導下正在慢慢地復育中。如果您想一起探索內太空，經驗豐富的我們可以提供您全方面的服務；如果您想一起愛上大海，歡迎您加入南青潛水助我們一臂之力。
墾丁安可浮潛,介紹：\n安可浮潛的成立就是為了將墾丁的海洋之美讓不同階層的旅客都能一睹珊瑚礁海底的大千世界，美麗的各種軟硬珊瑚、爭奇鬥豔的熱帶魚群，我們提供了浮潛的服務，帶您一同探索最美的海中奇景。
泡泡隆潛水,介紹：\n我們有專業的教練，店內也提供體驗潛水、潛水課程考照、住宿安排、國內外旅遊潛水、調節器維修保養、裝備銷售、維修保養。且LINE官方會不定期分享旅潛、開班最新資訊。請加入好友，歡迎隨時洽詢。
墾丁舒服潛水,介紹：\n墾丁舒服潛水位於恆春鎮南灣路上，店家提供PADI 潛水課程、探索水肺潛水、水肺潛水導遊服務、潛水裝備租售、墾丁導遊服務，歡迎大家一起來玩喔。
台灣潛水墾丁店,介紹：\n台灣潛水宗旨為「Bring Ocean Into Your Life」，藉由潛水，讓海洋進入大家的生活。讓更多人愛上大海而成為海人，跟著我們一起保護這片大海。親海、知海、愛海，是上天賦予海島國家重要的使命。無論是提供專業的潛水相關課程，海洋商品的販售，保育活動的推廣…都希望能真正的將海洋融入你我的生活。
藍洞潛水Blue Hole Dive Center,介紹：\n全台唯一船潛PADI 初階潛水員考照班 Open Water Diver! 寵壞你的潛水學習環境與師資，不用岸潛辛苦背重裝走岸，VIP級舒適船潛服務! 最熱門紮實的國際證照班，盡情暢游在墾丁萌萌的海豚、海龜及各種大小魚間。海洋的強韌背後總是隱藏著脆弱，而吸引藍洞的，正是那生命的脆弱；藍洞的平台，就是希望能喚醒人類早以忘懷的脆弱。現在的藍洞，正開始聽著大海的呢喃，等待你的加入，一起見證大海的美以及大自然的奧妙。
徜洋潛水訓練中心,介紹：\n是由具有專業 SSI 合格執照的小周教練創立，位處於台灣最具南島氣息的墾丁，專門提供休憩與專業潛水技術教學。如果你心裡也曾經出現「潛水」這個念頭，歡迎加入徜洋潛旅；我們將帶來最正確的觀念與豐富的海洋知識，給你最安全舒適的潛水經驗。給想學潛水的你與已經學會潛水的你，準備吸好一口氣，與我們徜洋在繽紛亮麗的海底世界吧。
鯨目自由潛水,介紹：\n自由潛水Ｘ恆春生活，用Peace&Love的方式，跟大海相處。來到鯨目除了考核項目是開心順心沒有任何壓力考過以外，教練像朋友似的，潛水旅行也歡樂chill到爆炸，玩潛水就是生活上得休閒活動，帶給自己快樂以外，回到家及工作地方時，你還能跟大家說一句「自由潛水真的很好玩，認識好多有趣的人，一天沒潛水都覺得不對勁。」
光合樂潛水度假中心,介紹：\n我們有提供寬敞的潛水準備空間、乾淨舒適的住宿房間、精緻典雅的大廳以及提供您最高cp值的潛水旅遊。
墾丁南灣小浪花,介紹：\n位於恆春鎮，除安全的設備、專業的教練，並提供專業的PADI水肺潛水證照、體驗潛水等服務，來帶領更多人接觸潛水活動，品質與安全是我們第一要求的條件 ！
啊娃潛水 ? WaWa Dive Club ?,介紹：\n位於恆春鎮上，除安全的設備、專業的教練，並提供專業的PADI水肺潛水證照、體驗潛水、旅遊潛水與海外潛旅等服務，來帶領更多人接觸潛水活動。
活力潛水中心,介紹：\n位於恆春鎮上，提供專業的潛水課程、體驗潛水、微距攝影與背包客房等服務。
Drifters' Diving Club 浪兒潛水俱樂部,介紹：\nDrifters’位於貓鼻頭國家公園附近的小村落，離後壁湖漁港開車只要5分鐘分鐘的路程，黎小巴厘島沙灘、白鯊沙灘只需5分4分鐘車程，鄰近的7-11或萊爾富約5分鐘車程。主要提供體驗潛水、潛水課程考證、潛水旅遊、船潛等潛水相關服務。當然，我們也提供潛客簡單的住宿，歡迎預約。
三鮫貓潛水,介紹：\n位於恆春鎮上，提供專業的潛水課程(自由潛水、水肺潛水)、體驗潛水與快樂貓樂園民宿等服務。
南勇浮潛企業社,介紹：\n提供安全的設備、專業的教練、套裝行程與潛水課程的熱忱，分享與帶領更多人接觸潛水活動，關心海洋生態，與您一同探索海洋的色彩繽紛。
HDK旱鴨子自由潛水(HanDucK),介紹：\nHDK是一個以自由潛水(Free diving)為基底的潛水工作室。創立的初衷是希望，大家都可以更進一步的認識大海，旱鴨子都能夠克服自己的恐懼享受大自然的美好。透過團隊的情感連結，讓所有想潛水又害怕的學員，減少所有的不安與恐懼，帶給您與大海相處的勇氣。除了最基本的自由潛水教學課程外，還有提供不同的自由潛水服務，終旨為讓更多人參與水域活動！
自立潛水,介紹：\n自立潛水位於墾丁船帆石，提供多樣化的水上活動，不論浮潛、潛水、潛水考證等水上活動都有提供。店裡的教練成員每個都非常熱情，是頗受網友推薦的店哦！
Free Pilot自由領航員潛水中心,介紹：\nFREE PILOT以「台中勤美綠光計劃」為據點，在城市中帶給您海洋的氣息與一處喘息的空間！我們提供RAID系統的「Free Diving自由潛水證照課」教學，並有最完善的售後服務！\n另外也有提供水肺潛水ScubaDiving OW證照課服務也是我們的專項之一，課程包含海洋實習與考照，帶您體驗那隱藏在世界百分之七十下的浪濤下的世界，並結合SUP旅遊、美人魚課程，帶你滑向無人干擾的天然秘境，潛入海底探索海洋，享受潮水拍打、認識海中繽紛可愛的生物。透過潛水我們給予生命不一樣的享受，釋放壓力，重新找回自由。
台中意潛自由潛水 freediving,介紹：\n必須心無旁騖，才能開始在海中的飛翔。\n這是我們愛上自由潛水的原因。
海嬉潛水店 Ocean Fun Diving Shop,介紹：\n與土地平行的世界\n深，不見底\n與海水相依的生物\n密不可，分 \n我處在你之中遊戲\n與海嬉戲\n我在，海嬉
一起潛水訓練中心,介紹：\n因為投入運動教育，從一位專業體適能、游泳教練，更晉升為水域全能專家，一路教導無數學子從運動中學習健康，讓學員享受水域休閒活動，開拓人生視野，進一步專業培訓更多種子，培養有興趣致力海洋運動的學子蛻變成長為教練。\n期許並期待能讓更多人，藉由專業、安全、健康、正確的管道學習潛水活動；讓所有人能看見這顆美麗的藍色星球在水下精彩的樣貌；也推動讓更多環境保護的種子發芽，讓大家關注愛海愛地球，為下一代繼續努力，共同維護這絕美的海洋風景。
台中潛立方,介紹：\n什麼，城市裡也能潛水?\n我們將大海搬到城市哩，在旅館內設計一個內太空世界，讓你在忙碌的城市中隨時擁抱深藍的寧靜。
slowdive 漫潛,介紹：\n你對於*一口氣* 的下潛，將有更深刻的感受。\n要好好管理這一口氣，你的生理和心理都需要更進一步的適應和學習。\n這口氣帶你下潛到從未抵達的地方，過程經歷了寧靜、放鬆、恐懼、喜悅等各種不同的感受。而重要的是專注於當下，讓心保持穩定。用以往學習和建構好的技巧完成這趟旅程。
新竹潛水蟲 EOT 潛水訓練中心,介紹：\n一起加入水下的探索，您心理是否有想潛水的衝動和慾望。\n重新找回擁抱陽光大海的靈魂，拋去生活塵囂喘不過氣的壓力。\n最完美釋放，盡在新竹潛水蟲潛水訓練中心。Enter the Ocean Together!
Tipsy Freediving 沉醉自潛,介紹：\n如果您對自由潛水感興趣，歡迎與我們一起沉醉在蔚藍的大海。\n我們醉心於自由潛水帶來的寧靜，也陶醉在紅酒帶給味蕾的愉悅。
藍灣潛水訓練中心,介紹：\n潛水是一種高度技巧性活動，因此在學習過程中，訓練環境場所的好壞牽涉潛水學習品質、潛水樂趣及安全性有極大的相關。藍灣潛水訓練中心備有專業的潛水訓練池，分為「淺水區」及「深水區」，淺水區可讓學員學習新技巧，有任何狀況可立即浮出水面，不會有安全上的顧慮，而深水區則可讓學員模擬實際潛水之各種狀況及綜合所學之技巧，並充實實際潛水之經驗。\n本中心另備有潛水器材展示中心、潛水影音視聽中心、潛水學科教室、學員聯誼交流俱樂部「減壓艙Pub」及寬敞之停車場。
浪潛水旅行Wave Dive Trips/潛水/SUP立槳/溯溪/原住民文化生活體驗/戶外運動,介紹：\n\n浪潛水的潛水旅行日誌(旅行當然要找真正的秘境)\n\n位置：台灣・花蓮港口部落。位於臺灣東部，於花蓮最南端和台東最北端交界處，山、海、溪都在這個地方集會，因此天然資源豐富，景觀多變，可玩性大，與城市距離相對較遠，當地居民保持純樸、好客的心。\n\n天氣氣溫水溫：年平均溫度介於一月份的 19.2 度至七月份的 28.7 度、水下26-28度。除每年10月到隔年5月東北季風時，較不適合於水上活動、潛水活動，但溪流、陸上、山上活動全年皆合適，非常適合旅行、探險、戶外運動。\n\n水下環境：單純下水觀光、微距拍攝、硬珊瑚拍攝、新手老手都適合的水下景點。也是學習潛水或從事其他水上運動的天然完美場域。
和平潛水,介紹：\n\n和平潛水是東台灣最資深專業、規模最大的水上運動休閒公司，舉凡潛水、溯溪、跳海、浮潛、獨木舟、探索教育等活動都有提供服務。
好野人休閒事業有限公司,介紹：\n\n好野人的服務理念是玩的安全、玩的專業、喜歡流汗、喜歡自然、以環保為考量來規劃活動，經營者座右銘：安全是第一考量、冒險刺激是必備，為此，我們於2015年6月21日首創了清水斷崖獨木舟拂曉團，創新與突破不在話下；為了安全與專業，好野人的教練各自具備了相關證照：體育署救生員證、體育署溯溪嚮導證、丙級溯溪教練證、丙級SUP立式划槳教練證、NAUI潛水教練證、乙級溯溪教練證、攜帶型加壓袋操作者證書、丙級充氣式救生艇證..，並持續一直學習精進。\n\n另一個與安全相關的就是裝備，請仔細查看好野人選用的活動裝備品牌，都是我們精挑細選，經的起考驗的裝備，因為我們重視每一位旅客，其用心程度，深得大家認同。
東河潛水,介紹：\n\n位在台東東河鄉，提供各式潛水相關服務：\n1.裝備、氣瓶租借。\n2.裝備檢修。
海灣潛水 Bay Dive,介紹：\n\n夏天來了，下水啦~\n\n想要跟我們一起探索地球未知的另外70%，這張證照在適合不過了，透過潛水員課程來探索水下世界！\n\n我們提供體驗潛水DISCOVER DIVE、旅遊潛水FUN DIVE、PADI潛水課程DIVING COURSE。
綠島熱浪潛水中心,介紹：\n\n熱浪就是這麼專業，專業的教練、熱情的服務，還在想炎熱的夏天去那。\n\n趕緊的來綠島找熱浪，不管你要潛水，要sup立槳，兩個字安排。
